K,tenkan,kijun,senkou_b,shift,atr_mult,eq_ret,trades,sharpe,cagr,mdd,score
fixed,21,63,189,31,9.8,7.929424563712171,283,2.3987564705537032,0.2990966137068527,1.0,1.2289828664442777
K3,19,57,76,4,10.5,13.651094139525185,332,2.3251364932611738,0.44314312507311393,1.0,1.2280248334786383
K3,19,57,76,4,10.5,13.651094139525185,332,2.3251364932611738,0.44314312507311393,1.0,1.2280248334786383
K3,19,57,76,4,10.5,13.651094139525185,332,2.3251364932611738,0.44314312507311393,1.0,1.2280248334786383
fixed,6,30,30,55,6.300000000000001,1.3156547377216494,485,2.4992103592998096,0.09376434101141795,1.0,1.227655517883311
K3,13,26,78,3,11.3,8.832239305649534,327,2.3497667531361865,0.39202650786207327,1.0,1.2274680042403339
K3,25,75,200,40,11.3,8.9250506847308,300,2.406082921217829,0.27757702328094824,1.0,1.226922859714982
K5,25,75,200,40,11.3,8.9250506847308,300,2.406082921217829,0.27757702328094824,1.0,1.226922859714982
K8,25,75,200,40,11.3,8.9250506847308,300,2.406082921217829,0.27757702328094824,1.0,1.226922859714982
K3,18,18,90,6,6.7,9.990662335799463,284,2.246673036383551,0.5939236000783266,1.0,1.2261809018536287
fixed,5,25,35,45,4.5,1.5074968449237147,653,2.4967546425989577,0.0927129442877479,1.0,1.225866668845699
K3,25,50,200,49,12.700000000000001,4.2446763106310526,285,2.446288124367638,0.1934927070507586,1.0,1.2258206867358103
K5,25,50,200,49,12.700000000000001,4.2446763106310526,285,2.446288124367638,0.1934927070507586,1.0,1.2258206867358103
K8,25,50,200,49,12.700000000000001,4.2446763106310526,285,2.446288124367638,0.1934927070507586,1.0,1.2258206867358103
fixed,28,84,196,40,15.0,6.525683012111474,376,2.4454368657463004,0.1942890232656982,1.0,1.2255488264274896
